4.21966	-9.71488	-1.11236	-1.63774	10.4204	3.82778	4.32191	-4.11368	-0.0941314	-1.50959	10.2065	3.64496	4.14207	-8.16334	-0.972285	-2.13241	11.3778	3.79844	4.54858	-3.15869	-0.00798657	-1.13495	9.99103	3.64	3.86254	-5.88021	-0.466136	-1.92803	10.8332	3.73413	4.68979	-3.13604	-0.00519794	-0.862713	10	3.64	
4.22351	-8.03017	-0.405903	-1.86441	10.5274	3.87712	4.58776	-3.19124	-0.0118183	-1.18657	10.0535	3.65761	4.01572	-6.81487	-0.280343	-2.21534	10.5552	3.8523	4.70825	-3.13948	-0.0126452	-0.817128	10	3.64	3.94037	-5.88065	-0.222357	-2.15204	10.7848	3.78014	4.61604	-3.13958	-0.00772846	-1.10458	10	3.64	
3.99747	-6.19661	0.106614	-2.0841	10.7219	3.85128	4.61601	-3.14727	-0.0115122	-1.00971	9.97208	3.63572	4.09655	-4.67409	-0.0334312	-1.77415	10.5736	3.83322	4.66616	-3.13498	-0.00940816	-0.742409	10	3.6452	3.93403	-5.2395	-0.0717825	-1.85784	10.6777	3.84344	4.62876	-3.12944	-0.00633438	-0.745651	10.0034	3.64	
4.09043	-9.43932	-1.1511	-1.96691	10.8482	3.78402	4.36284	-3.28446	-0.0337703	-1.6117	10.1698	3.64261	4.12014	-5.47357	-0.405517	-1.66645	10.8292	3.77967	4.62925	-3.17395	-0.0121431	-1.35296	9.99497	3.64483	3.8721	-7.22973	-0.643549	-1.90215	10.8178	3.71198	4.53747	-3.21268	-0.014508	-1.19911	10.0756	3.64467	
4.05626	-8.32174	-0.713011	-1.71608	10.3949	3.81047	4.53634	-3.24112	-0.0286627	-1.53621	10.145	3.6462	3.9561	-6.23585	-0.636911	-1.75074	11.5973	3.82842	4.64864	-3.15704	-0.00996808	-1.35195	10.0404	3.63909	3.86354	-6.62834	-0.437544	-1.51463	10.7571	3.80902	4.64475	-3.15064	-0.0085475	-1.02204	10.0029	3.64	
3.98974	-7.67702	-0.6416	-1.95401	11.059	3.82501	4.52144	-3.22845	-0.0182251	-1.60431	10.1425	3.64736	4.00257	-5.60734	-0.53419	-1.98157	11.398	3.78052	4.69377	-3.14018	-0.00777276	-1.15595	10	3.63834	4.10752	-7.50059	-0.648474	-2.08844	10.9968	3.79407	4.64752	-3.14219	-0.00841854	-0.845092	10	3.64	
3.99495	-6.01592	-0.442915	-1.90104	11.3131	3.86936	4.59444	-3.20504	-0.0130613	-1.29074	10.0616	3.65617	4.17921	-5.88616	-0.501304	-1.88147	11.3956	3.87702	4.66269	-3.16588	-0.0139308	-1.13927	10	3.6497	3.98344	-6.54001	-0.448866	-1.56583	10.8436	3.83778	4.69436	-3.13191	-0.00838304	-0.905118	9.97047	3.64	
3.93186	-9.0302	-0.847649	-1.64038	10.3626	3.74876	4.64013	-3.30052	-0.0176549	-1.52118	10.0802	3.65437	3.95307	-4.80511	-0.311573	-1.43287	10.7198	3.71617	4.62494	-3.14414	-0.00722786	-0.99659	9.99048	3.63565	3.81362	-7.35342	-0.697935	-1.61339	10.9745	3.74235	4.73429	-3.13771	-0.0119151	-0.914014	9.99497	3.64	
4.01109	-9.22007	-0.835758	-1.64558	10.511	3.75925	4.67497	-3.12534	-0.00538958	-1.34462	9.96919	3.6222	3.74794	-6.82526	-0.416565	-1.60729	10.3883	3.75813	4.63266	-3.14692	-0.00793145	-1.11046	10.0488	3.64	3.71477	-7.0474	-0.551693	-1.87439	10.4967	3.69187	4.64274	-3.13456	-0.00692905	-0.889877	10	3.64	
3.99687	-8.02847	-0.462507	-1.68988	10.4838	3.77295	4.22459	-4.62758	-0.140838	-1.85284	10.5497	3.77108	3.93658	-5.7703	-0.353755	-1.75244	11.1128	3.8003	4.64967	-3.15949	-0.00982773	-1.0031	10	3.6469	3.92312	-6.07407	-0.299095	-1.9898	10.401	3.8183	4.62035	-3.14308	-0.00852054	-0.939693	10.044	3.64	
