4.33793	-6.62326	-0.37812	-1.91656	11.1016	3.92767	4.61704	-3.30492	-0.0190126	-1.25878	10.0377	3.7504	4.34318	-6.00738	-0.267576	-1.98431	10.6309	3.87755	4.66259	-3.17558	-0.0137388	-0.977566	10	3.65859	4.52991	-5.90294	-0.308836	-2.32945	11.559	3.91691	4.66388	-3.1358	-0.0101627	-0.852086	10	3.64	
4.18132	-7.61292	-0.192281	-1.88852	10.6741	3.90252	4.66928	-3.28481	-0.0142084	-1.48082	10.0208	3.73668	4.32347	-6.74018	-0.26841	-1.81912	11.0219	3.92553	4.71839	-3.21065	-0.0113019	-1.17502	10.0177	3.68581	4.16419	-6.88301	-0.211471	-1.81698	10.8543	3.87103	4.61239	-3.14058	-0.00712176	-0.894601	10	3.64	
4.21318	-6.28016	-0.127269	-1.98848	10.7929	3.8988	4.58541	-3.27763	-0.0188911	-1.35596	10.1857	3.70652	4.56053	-5.10903	-0.254385	-2.00674	11.2246	3.87078	4.70977	-3.16382	-0.014903	-1.00876	10	3.65652	4.51124	-4.88834	-0.209023	-1.98263	11.1842	3.91176	4.71264	-3.15178	-0.0111607	-0.86264	9.98358	3.65857	
4.27577	-6.14186	-0.248124	-2.07417	11.0309	3.92079	4.65363	-3.22862	-0.0146939	-1.01803	10.0055	3.69157	4.49541	-4.83773	-0.204837	-1.95814	10.8686	3.93388	4.62556	-3.17809	-0.0123369	-1.07731	10.0141	3.66452	4.31539	-5.52434	-0.245147	-2.10219	11.1442	3.83161	4.53578	-3.34369	-0.020689	-1.18435	10.0969	3.65874	
4.35113	-6.01426	-0.103632	-2.32279	10.6424	3.93145	4.64768	-3.25257	-0.0194145	-1.03261	9.99619	3.70962	4.47593	-5.60865	-0.13834	-1.90603	11.0619	3.94183	4.69191	-3.16719	-0.0106647	-1.14818	10.0085	3.66076	4.28453	-5.98507	-0.195755	-1.91471	11.0501	3.89121	4.55552	-3.19071	-0.0144981	-1.23799	10.0214	3.65746	
4.10038	-6.04001	-0.0961718	-1.74456	10.5397	3.86756	4.57664	-3.29171	-0.0231575	-1.16111	10.0644	3.6703	4.31121	-4.81742	-0.133735	-2.03448	11.4092	3.90946	4.60854	-3.18825	-0.00954	-1.16034	9.99514	3.67055	4.31923	-6.6698	-0.158783	-2.16316	11.0357	3.88602	4.5811	-3.20438	-0.01777	-1.22236	10.0699	3.64147	
4.02394	-5.92721	-0.176268	-2.06068	10.2726	3.86384	4.55283	-3.25479	-0.0160992	-1.49391	10.0191	3.67924	4.16552	-5.2536	-0.139521	-1.65145	11.1928	3.87985	4.51083	-3.21687	-0.0146673	-1.37593	10.0091	3.6723	4.0415	-6.23939	-0.160362	-1.93916	11.2067	3.84778	4.53152	-3.17136	-0.00788807	-1.07316	9.93628	3.63532	
4.0804	-5.74538	-0.15062	-1.8109	10.4941	3.86155	4.58588	-3.31667	-0.0204963	-1.35608	10.2193	3.72623	4.11979	-5.06355	-0.125704	-1.76562	11.1603	3.85011	4.59134	-3.22621	-0.0131576	-1.15576	10	3.69073	3.94945	-5.42173	-0.143069	-1.9439	11.0673	3.80249	4.46141	-3.28318	-0.0244865	-1.29669	10.103	3.64189	
4.28177	-6.00264	-0.141355	-1.99925	10.6325	3.91396	4.55582	-3.25114	-0.0130548	-1.33703	10.0155	3.69399	4.35191	-4.86774	-0.135282	-1.86303	11.283	3.87697	4.6826	-3.19946	-0.0122328	-1.15936	10.0201	3.6779	4.14946	-5.781	-0.133233	-1.98179	10.9745	3.83305	4.51147	-3.23108	-0.0194924	-1.4768	10.1343	3.65137	
3.81315	-5.93208	-0.0549763	-1.75119	10.5751	3.82293	4.60202	-3.29656	-0.0124899	-1.56294	10.1072	3.7279	4.4351	-5.2651	-0.133068	-2.35639	11.0817	3.93315	4.63706	-3.20011	-0.00970049	-1.42341	10	3.66884	4.07926	-5.4589	-0.0815279	-2.05278	10.8996	3.84589	4.56029	-3.20026	-0.0152488	-1.36298	10.0406	3.65231	
4.4261	-7.15551	-0.2284	-1.90932	10.4073	3.93508	4.64419	-3.25455	-0.0165855	-1.30077	10.0202	3.71273	4.63054	-5.27818	-0.253935	-2.42404	11.4556	3.93781	4.64051	-3.1672	-0.0127083	-0.944365	10	3.65932	4.25644	-5.93944	-0.161854	-1.72543	10.666	3.89036	4.69308	-3.17864	-0.0143974	-1.10816	10	3.66284	
4.46791	-7.38919	-0.191503	-2.12164	10.5327	3.91214	4.61751	-3.19237	-0.00875942	-0.991109	9.99635	3.67473	4.49719	-4.81609	-0.169837	-2.27049	10.9918	3.94281	4.71936	-3.16634	-0.0146525	-0.970422	10	3.65318	4.37925	-6.53606	-0.238425	-2.12604	10.6224	3.92537	4.68046	-3.13609	-0.0120642	-1.15458	10	3.64156	
4.39643	-6.70956	-0.108618	-1.95721	10.4426	3.89807	4.71856	-3.26709	-0.0178531	-1.3199	10.0451	3.72092	4.27466	-5.29238	-0.109443	-1.95947	11.1721	3.89907	4.64939	-3.17696	-0.0103437	-1.02009	10.0142	3.66676	4.49672	-6.77907	-0.263903	-2.01408	11.0936	3.94234	4.70669	-3.17233	-0.0172275	-0.883101	10	3.64192	
4.33715	-6.59446	-0.164507	-1.73313	10.6216	3.92055	4.67728	-3.2287	-0.0243325	-1.49551	10.0112	3.67527	4.49724	-4.71357	-0.175188	-2.18768	10.799	3.92838	4.67389	-3.18359	-0.0134175	-0.975522	10	3.67047	4.36757	-7.09971	-0.202648	-2.39522	11.2097	3.91645	4.69201	-3.14957	-0.0160394	-0.984857	10.0073	3.64596	
4.35048	-6.8739	-0.208569	-1.95898	10.7386	3.92487	4.68652	-3.22835	-0.0207959	-1.18038	10.0361	3.69452	4.60544	-4.46788	-0.13852	-1.91206	10.9619	3.90448	4.70094	-3.16673	-0.0161985	-1.1345	10	3.65265	4.37727	-7.51681	-0.451756	-1.93591	10.6991	3.94758	4.63366	-3.15488	-0.0170224	-0.948295	10	3.641	
4.39579	-6.98723	-0.220003	-2.0323	10.7202	3.90275	4.61134	-3.25238	-0.0161853	-1.31217	10.0476	3.71162	4.69274	-4.56029	-0.122007	-2.14819	10.4817	3.93133	4.75359	-3.18451	-0.0151277	-0.956664	10	3.6714	4.45873	-7.23613	-0.227783	-2.07218	10.7345	3.93608	4.63602	-3.14566	-0.0114298	-0.86477	10	3.64278	
4.33677	-6.95513	-0.167721	-1.97084	10.6104	3.91908	4.67271	-3.25216	-0.0154563	-1.25105	10.0251	3.70777	4.4939	-4.66701	-0.122227	-2.27443	10.563	3.9264	4.66484	-3.18153	-0.0198898	-1.21708	10	3.66058	4.29864	-7.38604	-0.197816	-1.99576	10.8365	3.89511	4.65153	-3.16065	-0.0145683	-0.913944	10.0134	3.64842	
4.38242	-7.33956	-0.268162	-2.04228	10.8634	3.92031	4.67691	-3.22195	-0.0168363	-1.14365	10.0228	3.68839	4.49852	-4.52451	-0.183754	-1.91761	10.948	3.89728	4.68717	-3.15709	-0.0143497	-1.09438	10.0252	3.64427	4.35059	-7.39718	-0.257134	-2.13494	10.4512	3.91619	4.64382	-3.1469	-0.0126036	-0.968205	10	3.64266	
4.52292	-6.85565	-0.169665	-1.92316	10.6217	3.94278	4.60705	-3.23497	-0.0156353	-1.23305	10.0286	3.68696	4.5648	-4.57403	-0.118166	-1.82399	10.6902	3.91384	4.65773	-3.16765	-0.0158664	-1.00436	10	3.65485	4.3703	-7.2357	-0.301087	-1.90721	10.493	3.9211	4.66059	-3.1421	-0.011229	-0.880053	10	3.63784	
4.46906	-7.08364	-0.222115	-2.22723	11.0745	3.93992	4.57581	-3.22363	-0.0135118	-1.08083	10.048	3.68508	4.44601	-4.53012	-0.138673	-2.05208	10.829	3.9109	4.66705	-3.15489	-0.01129	-1.28826	9.9976	3.64517	4.33623	-7.09931	-0.243086	-2.00825	10.9717	3.92315	4.67519	-3.15151	-0.0131793	-0.805297	10.0296	3.64587	
