4.31217	-9.55588	-0.998939	-2.22033	10.5813	3.88076	4.60128	-3.20562	-0.013128	-1.36172	10.0151	3.64991	3.96836	-6.69102	-0.377035	-1.90278	11.1736	3.81548	4.64196	-3.22582	-0.0129771	-1.11825	10	3.66562	4.33429	-8.67672	-0.667563	-2.16364	11.11	3.88376	4.63747	-3.1529	-0.0100372	-0.907604	10	3.64837	
4.26036	-9.45308	-0.998121	-2.02349	10.6534	3.85126	4.66104	-3.16101	-0.0113762	-1.25377	10.0354	3.64091	4.01293	-6.84704	-0.327935	-1.61901	10.6452	3.79329	4.58811	-3.28669	-0.0166947	-1.48142	10.0017	3.70282	4.39941	-9.09077	-0.708074	-2.20836	10.5587	3.87291	4.67547	-3.14594	-0.00931898	-0.907221	10	3.64373	
4.18759	-9.50969	-1.03938	-1.90072	10.6679	3.84056	4.53944	-3.21255	-0.0127301	-1.3513	10.0396	3.64571	3.9545	-7.02087	-0.318693	-1.91048	10.9496	3.80475	4.60548	-3.28903	-0.0146889	-1.4248	10.0254	3.71101	4.2636	-8.80671	-0.639302	-2.03397	10.6317	3.89555	4.67949	-3.1673	-0.0124515	-0.95601	10	3.65645	
4.17857	-9.17446	-0.810983	-1.84729	10.3233	3.84153	4.62309	-3.21202	-0.016839	-1.0627	10.0466	3.65673	4.10165	-6.64202	-0.537205	-1.98301	11.5617	3.83558	4.6611	-3.23069	-0.0181505	-0.987335	10.0195	3.67769	4.35726	-8.64136	-0.617515	-1.98412	11.1205	3.9286	4.66904	-3.14826	-0.0132924	-0.793112	10	3.6426	
4.16109	-9.12052	-0.82437	-2.01048	10.6359	3.85965	4.64098	-3.1689	-0.0104139	-1.03093	10.0236	3.64619	4.08724	-6.26529	-0.423077	-2.07288	11.4653	3.85275	4.61276	-3.22578	-0.0127371	-1.17639	10.0309	3.66777	4.27058	-8.6454	-0.555174	-1.96628	10.5134	3.89177	4.67025	-3.14393	-0.0123525	-0.898312	10	3.64189	
4.29084	-9.48876	-1.02497	-1.91754	10.623	3.90308	4.59596	-3.24315	-0.0127986	-1.26909	10.0954	3.65793	4.07221	-7.3971	-0.463922	-1.95514	10.7897	3.83473	4.58321	-3.29931	-0.0223992	-1.49766	10.0136	3.69035	4.44518	-9.32685	-0.851132	-1.86089	10.9516	3.91579	4.65611	-3.16655	-0.00906901	-0.987055	10	3.65694	
4.29964	-9.54382	-1.0514	-2.14863	10.453	3.85376	4.50929	-3.33694	-0.0410895	-1.54944	10.2025	3.64935	4.07428	-6.95828	-0.479422	-2.18135	10.8127	3.83294	4.5543	-3.33754	-0.0265939	-1.44095	9.9975	3.70235	4.24431	-8.99991	-0.694854	-2.00693	10.2769	3.88826	4.64822	-3.15531	-0.0102273	-1.16263	10	3.64015	
4.22321	-9.2302	-0.804286	-2.3293	10.7517	3.83193	4.46219	-3.7231	-0.0804767	-1.46621	10.2825	3.67932	4.0383	-6.43378	-0.430689	-1.92619	11.287	3.82063	4.73262	-3.34205	-0.0199	-1.35276	9.97428	3.72225	4.29837	-8.0287	-0.629914	-2.00615	11.0932	3.90821	4.62652	-3.18438	-0.0178942	-0.911513	10	3.65103	
4.12697	-9.09105	-0.782751	-1.88816	10.605	3.8332	4.49407	-3.23859	-0.0208054	-1.2273	10.0289	3.65127	4.11971	-6.56714	-0.453304	-2.12722	11.3369	3.87184	4.6874	-3.27708	-0.0171119	-1.28972	9.98223	3.68734	4.41049	-9.53065	-0.784955	-2.2174	10.9317	3.91586	4.6745	-3.16339	-0.0113549	-1.18429	10	3.64976	
4.32757	-9.71959	-0.959914	-1.97893	10.1561	3.89515	4.43119	-3.34891	-0.0265974	-1.47612	10.2025	3.66174	4.00163	-6.80137	-0.320654	-1.89343	10.5207	3.8112	4.65274	-3.2679	-0.0158757	-1.29326	10.0071	3.68421	4.4464	-9.54031	-0.752271	-2.16194	10.7579	3.88871	4.68421	-3.18708	-0.010907	-0.895363	10	3.66822	
